Job Title,Work Type,Average Normalized Salary,AI Impact,Tasks,AI Models,AI Workload Ratio,Domain
Pharmacist,Full Time,134035.44761904763,20%,133,1367,0.0972933430870519,Hospitality
Pharmacist,Other,132783.73333333334,20%,133,1367,0.0972933430870519,Hospitality
Pharmacist,Part Time,130208.0,20%,133,1367,0.0972933430870519,Hospitality
Pharmacy Technician,Full Time,45807.549999999996,40%,248,1012,0.2450592885375494,Law Enforcement
Pharmacy Technician,Other,37119.333333333336,40%,248,1012,0.2450592885375494,Law Enforcement
Pharmacy Technician,Part Time,49018.666666666664,40%,248,1012,0.2450592885375494,Law Enforcement
Pharmacy Technician Trainee,Part Time,34320.0,50%,48,501,0.0958083832335329,Supply Chain & Logistics
Phlebotomist,Full Time,45184.69090909091,30%,104,592,0.1756756756756756,Administrative & Clerical
Phlebotomist,Other,35160.225,30%,104,592,0.1756756756756756,Administrative & Clerical
Phlebotomist,Part Time,42392.13333333333,30%,104,592,0.1756756756756756,Administrative & Clerical
Phlebotomy,Full Time,50712.479999999996,40%,171,710,0.2408450704225352,Construction
Photographer,Other,72280.0,20%,254,2049,0.1239629087359687,Data & IT
Photography,Full Time,113750.0,20%,243,1981,0.1226653205451792,Administrative & Clerical
Physician,Full Time,265713.47715909086,12%,540,2130,0.2535211267605634,Sales & Marketing
Physician,Other,292500.0,12%,540,2130,0.2535211267605634,Sales & Marketing
Physician,Part Time,249616.66666666666,12%,540,2130,0.2535211267605634,Sales & Marketing
Picker,Full Time,38829.44,40%,154,584,0.2636986301369863,Law Enforcement
Picker,Other,35360.0,40%,154,584,0.2636986301369863,Law Enforcement
Pilot,Full Time,116029.77555555555,20%,258,1487,0.1735036987222595,Sales & Marketing
Pilot,Other,46800.0,20%,258,1487,0.1735036987222595,Sales & Marketing
Pipefitter,Full Time,67600.0,10%,201,892,0.2253363228699551,Hospitality
Pipeline,Full Time,228866.66666666666,18%,485,1928,0.2515560165975103,Law Enforcement
Pipeline Engineer,Full Time,160000.0,20%,134,1313,0.102056359482102,Communication & PR
Piping Engineer,Full Time,125450.0,20%,132,1293,0.1020881670533642,Administrative & Clerical
Piping Engineer,Other,176800.0,20%,132,1293,0.1020881670533642,Administrative & Clerical
Pizza Maker,Full Time,29536.0,20%,83,879,0.0944254835039817,Hospitality
Placement Coordinator,Full Time,114618.4,40%,566,1772,0.3194130925507901,Construction
Placement Coordinator,Other,48880.0,40%,566,1772,0.3194130925507901,Construction
Planner,Full Time,88472.54589743589,20%,211,1889,0.1116993118051879,Hospitality
Planner,Other,105961.0,20%,211,1889,0.1116993118051879,Hospitality
Planner,Part Time,101504.0,20%,211,1889,0.1116993118051879,Hospitality
Planning Engineer,Full Time,131000.0,30%,171,1213,0.1409727947238252,Hospitality
Plans Examiner,Full Time,75060.0,20%,134,1053,0.1272554605887939,Law Enforcement
Plant Controller,Full Time,125625.0,20%,185,1697,0.1090159104301708,Sales & Marketing
Plant Engineer,Full Time,125750.0,20%,626,2714,0.2306558585114222,Leadership & Strategy
Plant Engineer,Other,45760.0,20%,626,2714,0.2306558585114222,Leadership & Strategy
Plant Technician,Full Time,51292.8,20%,133,1095,0.1214611872146118,Sales & Marketing
Platform Engineer,Full Time,172440.0,15%,926,3846,0.2407696307852314,Communication & PR
Platform Engineer,Other,145266.66666666666,15%,926,3846,0.2407696307852314,Communication & PR
Plumber,Full Time,47660.45714285714,15%,189,1028,0.183852140077821,Supply Chain & Logistics
Policy Advisor,Full Time,160305.5,35%,736,2378,0.3095037846930193,Data & IT
Porter,Full Time,41164.933333333334,10%,203,1030,0.1970873786407767,Administrative & Clerical
Porter,Part Time,40882.4,10%,203,1030,0.1970873786407767,Administrative & Clerical
Portfolio Manager,Full Time,129647.65555555554,20%,218,1570,0.1388535031847133,Supply Chain & Logistics
Portfolio Manager,Other,150800.0,20%,218,1570,0.1388535031847133,Supply Chain & Logistics
Postdoc,Full Time,120855.5,5%,717,3200,0.2240625,Law Enforcement
Power Engineer,Full Time,140000.0,20%,131,1328,0.098644578313253,Leadership & Strategy
Practical Nurse,Full Time,62400.0,33%,95,445,0.2134831460674157,Data & IT
Presenter,Full Time,46800.0,10%,1017,4474,0.227313366115333,Construction
President,Full Time,199316.06198347107,15%,756,3329,0.2270952237909282,Medical & Healthcare
Press Operator,Full Time,48100.0,80%,84,1077,0.0779944289693593,Leadership & Strategy
Pricing Specialist,Full Time,96920.0,65%,164,1163,0.1410146173688736,Medical & Healthcare
Pricing Specialist,Other,48880.0,65%,164,1163,0.1410146173688736,Medical & Healthcare
Principal,Full Time,174039.50202702702,15%,752,3340,0.2251497005988024,Supply Chain & Logistics
Principal,Other,184080.0,15%,752,3340,0.2251497005988024,Supply Chain & Logistics
Principal Consultant,Full Time,157790.0,45%,207,1899,0.1090047393364928,Leadership & Strategy
Principal Engineer,Full Time,161759.7745,30%,163,1140,0.1429824561403508,Data & IT
Principal Engineer,Other,187200.0,30%,163,1140,0.1429824561403508,Data & IT
Print Production Manager,Full Time,65000.0,25%,701,2336,0.3000856164383562,Sales & Marketing
Privacy Officer,Other,55.0,40%,500,1687,0.2963841138114997,Communication & PR
Private Chef,Full Time,157500.0,20%,90,932,0.0965665236051502,Data & IT
Private Equity,Full Time,303500.0,5%,579,2310,0.2506493506493506,Administrative & Clerical
Prn,Full Time,170094.0,30%,87,455,0.1912087912087912,Administrative & Clerical
Probation Officer,Full Time,88563.0,15%,661,2682,0.2464578672632364,Sales & Marketing
Process Engineer,Full Time,107650.78888888888,30%,180,1214,0.1482701812191103,Leadership & Strategy
Process Engineer,Other,115786.66666666667,30%,180,1214,0.1482701812191103,Leadership & Strategy
Process Improvement Engineer,Full Time,202750.0,45%,669,2022,0.330860534124629,Supply Chain & Logistics
Process Improvement Manager,Full Time,117500.0,30%,736,1896,0.3881856540084388,Law Enforcement
Process Manager,Full Time,100000.0,30%,227,1674,0.1356033452807646,Sales & Marketing
Process Manager,Other,143520.0,30%,227,1674,0.1356033452807646,Sales & Marketing
Process Safety Engineer,Full Time,125000.0,20%,141,1398,0.1008583690987124,Medical & Healthcare
Process Server,Other,12000.0,60%,65,661,0.0983358547655068,Administrative & Clerical
Process Technician,Full Time,55994.8,15%,744,3051,0.2438544739429695,Data & IT
Process Technician,Other,30326.4,15%,744,3051,0.2438544739429695,Data & IT
Processor,Full Time,53150.333333333336,60%,131,1133,0.115622241835834,Construction
Processor,Other,39866.666666666664,60%,131,1133,0.115622241835834,Construction
Processor,Part Time,31200.0,60%,131,1133,0.115622241835834,Construction
Proctor,Part Time,40560.0,20%,134,1072,0.125,Hospitality
Procurement Director,Full Time,152500.0,20%,229,1627,0.1407498463429625,Medical & Healthcare
Procurement Manager,Full Time,111539.77777777778,20%,1089,4060,0.2682266009852216,Construction
Producer,Full Time,120835.61904761905,15%,1186,4984,0.2379614767255216,Medical & Healthcare
Producer,Other,83044.4,15%,1186,4984,0.2379614767255216,Medical & Healthcare
Product Development Engineer,Full Time,124854.66666666667,25%,497,1399,0.355253752680486,Sales & Marketing
Product Director,Full Time,193750.0,35%,995,3281,0.3032612008533983,Administrative & Clerical
Product Engineer,Full Time,74305.64285714286,30%,186,1214,0.1532125205930807,Medical & Healthcare
Product Engineer,Other,74457.06666666667,30%,186,1214,0.1532125205930807,Medical & Healthcare
Product Manager,Full Time,168744.25830246913,60%,195,1732,0.1125866050808314,Supply Chain & Logistics
Product Manager,Other,127930.94736842105,60%,195,1732,0.1125866050808314,Supply Chain & Logistics
Product Marketing Manager,Full Time,160938.38,51%,173,1350,0.1281481481481481,Law Enforcement
Product Marketing Manager,Other,132860.0,51%,173,1350,0.1281481481481481,Law Enforcement
Product Owner,Full Time,139030.48,35%,1045,3492,0.2992554410080183,Leadership & Strategy
Product Owner,Other,136030.0,35%,1045,3492,0.2992554410080183,Leadership & Strategy
Product Owner,Part Time,117700.0,35%,1045,3492,0.2992554410080183,Leadership & Strategy
Production Artist,Other,50960.0,25%,748,2900,0.2579310344827586,Leadership & Strategy
Production Coordinator,Full Time,63440.0,33%,255,1739,0.1466359976998275,Medical & Healthcare
Production Coordinator,Other,55000.0,33%,255,1739,0.1466359976998275,Medical & Healthcare
Production Engineer,Full Time,182333.33333333334,37%,668,2485,0.2688128772635815,Medical & Healthcare
Production Manager,Full Time,90799.69760869564,15%,927,3806,0.2435627955859169,Law Enforcement
Production Manager,Other,83250.0,15%,927,3806,0.2435627955859169,Law Enforcement
Production Planner,Full Time,71560.0,20%,197,1680,0.1172619047619047,Administrative & Clerical
Production Planner,Other,44200.0,20%,197,1680,0.1172619047619047,Administrative & Clerical
Production Supervisor,Full Time,76797.85135135135,15%,913,3764,0.2425611052072263,Construction
Production Supervisor,Other,53040.0,15%,913,3764,0.2425611052072263,Construction
Production Team Leader,Full Time,47459.0,35%,254,1552,0.163659793814433,Sales & Marketing
Production Technician,Full Time,48376.2,10%,441,2194,0.2010027347310847,Sales & Marketing
Production Technician,Part Time,32240.0,10%,441,2194,0.2010027347310847,Sales & Marketing
Production Worker,Full Time,38782.64,10%,415,1792,0.2315848214285714,Data & IT
Production Worker,Other,31200.0,10%,415,1792,0.2315848214285714,Data & IT
Production Worker,Part Time,43680.0,10%,415,1792,0.2315848214285714,Data & IT
Professional Engineer,Full Time,99714.4,30%,151,802,0.1882793017456359,Supply Chain & Logistics
Professional Services Consultant,Full Time,115750.0,40%,805,2344,0.3434300341296928,Communication & PR
Program Coordinator,Full Time,59880.965000000004,30%,229,1606,0.1425902864259028,Data & IT
Program Coordinator,Other,39114.4,30%,229,1606,0.1425902864259028,Data & IT
Program Coordinator,Part Time,56200.0,30%,229,1606,0.1425902864259028,Data & IT
Program Director,Full Time,121933.63888888889,20%,260,1911,0.1360544217687075,Supply Chain & Logistics
Program Director,Other,244400.0,20%,260,1911,0.1360544217687075,Supply Chain & Logistics
Program Manager,Full Time,139683.12685294118,24%,276,2003,0.1377933100349475,Leadership & Strategy
Program Manager,Other,145453.02823529413,24%,276,2003,0.1377933100349475,Leadership & Strategy
Program Manager,Part Time,61450.0,24%,276,2003,0.1377933100349475,Leadership & Strategy
Program Officer,Full Time,160000.0,25%,722,1874,0.3852721451440768,Supply Chain & Logistics
Program Officer,Other,90000.0,25%,722,1874,0.3852721451440768,Supply Chain & Logistics
Programmer,Full Time,168314.02053571428,50%,218,1891,0.1152829190904283,Data & IT
Programmer,Other,115902.22222222222,50%,218,1891,0.1152829190904283,Data & IT
Programming,Full Time,143850.0,30%,222,1383,0.1605206073752711,Construction
Programming,Other,69680.0,30%,222,1383,0.1605206073752711,Construction
Project Architect,Full Time,104250.0,30%,163,1206,0.1351575456053068,Data & IT
Project Controller,Full Time,120500.0,51%,155,1215,0.1275720164609053,Construction
Project Coordinator,Full Time,62894.258166666674,40%,683,2074,0.3293153326904532,Hospitality
Project Coordinator,Other,70593.71428571429,40%,683,2074,0.3293153326904532,Hospitality
Project Coordinator,Part Time,41600.0,40%,683,2074,0.3293153326904532,Hospitality
Project Director,Full Time,137775.0,40%,613,1953,0.3138760880696364,Communication & PR
Project Engineer,Full Time,103211.98210526316,40%,505,1613,0.3130812151270923,Sales & Marketing
Project Engineer,Other,117375.05882352941,40%,505,1613,0.3130812151270923,Sales & Marketing
Project Engineer,Part Time,156000.0,40%,505,1613,0.3130812151270923,Sales & Marketing
Project Executive,Full Time,192566.66666666666,30%,162,1140,0.1421052631578947,Administrative & Clerical
Project Executive,Other,200588.5,30%,162,1140,0.1421052631578947,Administrative & Clerical
Project Lead,Full Time,115000.0,35%,1053,3454,0.3048639258830342,Supply Chain & Logistics
Project Lead,Other,169936.0,35%,1053,3454,0.3048639258830342,Supply Chain & Logistics
Project Manager,Full Time,115185.5104805492,60%,190,1686,0.1126927639383155,Construction
Project Manager,Other,121669.61846153847,60%,190,1686,0.1126927639383155,Construction
Project Manager,Part Time,156000.0,60%,190,1686,0.1126927639383155,Construction
Project Scheduler,Other,124633.6,40%,585,1840,0.3179347826086957,Leadership & Strategy
Project Scheduler,Part Time,71760.0,40%,585,1840,0.3179347826086957,Leadership & Strategy
Project Superintendent,Full Time,98666.66666666667,30%,158,1146,0.137870855148342,Leadership & Strategy
Promotions Manager,Full Time,50000.0,35%,1044,3723,0.2804190169218372,Construction
Proofreader,Full Time,68600.0,40%,430,1728,0.2488425925925926,Administrative & Clerical
Proofreader,Other,38090.0,40%,430,1728,0.2488425925925926,Administrative & Clerical
Property Caretaker,Full Time,35360.0,20%,126,1041,0.1210374639769452,Data & IT
Property Caretaker,Other,41600.0,20%,126,1041,0.1210374639769452,Data & IT
Property Claims Adjuster,Full Time,57771.799999999996,50%,91,766,0.118798955613577,Hospitality
Property Claims Adjuster,Other,88400.0,50%,91,766,0.118798955613577,Hospitality
Property Management,Full Time,115000.0,20%,257,2256,0.113918439716312,Data & IT
Property Management,Other,32.5,20%,257,2256,0.113918439716312,Data & IT
Proposal Coordinator,Full Time,88300.8,35%,984,3525,0.2791489361702127,Medical & Healthcare
Proposal Manager,Full Time,118454.5090909091,55%,169,1340,0.1261194029850746,Construction
Proposal Manager,Other,142500.0,55%,169,1340,0.1261194029850746,Construction
Propulsion Engineer,Full Time,120906.0,30%,134,745,0.1798657718120805,Law Enforcement
Propulsion Engineer,Other,154960.0,30%,134,745,0.1798657718120805,Law Enforcement
Prosecutor,Full Time,80000.0,20%,139,1043,0.1332694151486098,Communication & PR
Provider,Full Time,106855.54984848485,25%,386,1100,0.3509090909090909,Supply Chain & Logistics
Provider,Other,49920.0,25%,386,1100,0.3509090909090909,Supply Chain & Logistics
Provider,Part Time,107460.6,25%,386,1100,0.3509090909090909,Supply Chain & Logistics
Psychiatric Nurse,Other,145600.0,30%,116,711,0.1631504922644163,Sales & Marketing
Psychiatric Technician,Full Time,40560.0,20%,124,1368,0.0906432748538011,Data & IT
Psychiatrist,Full Time,296530.3888888889,10%,499,2304,0.2165798611111111,Construction
Psychiatrist,Other,294408.3333333333,10%,499,2304,0.2165798611111111,Construction
Psychiatrist,Part Time,405600.0,10%,499,2304,0.2165798611111111,Construction
Psychologist,Full Time,117375.60869565218,10%,520,2350,0.2212765957446808,Sales & Marketing
Psychologist,Other,188693.33333333334,10%,520,2350,0.2212765957446808,Sales & Marketing
Psychologist,Part Time,115496.995,10%,520,2350,0.2212765957446808,Sales & Marketing
Psychometrician,Full Time,117500.0,15%,729,2848,0.2559691011235955,Sales & Marketing
Psychotherapist,Full Time,87857.14285714286,10%,531,2391,0.2220828105395232,Hospitality
Psychotherapist,Other,95116.66666666667,10%,531,2391,0.2220828105395232,Hospitality
Public Relations,Full Time,114340.22727272728,40%,734,2691,0.272761055369751,Sales & Marketing
Public Relations,Other,41600.0,40%,734,2691,0.272761055369751,Sales & Marketing
Publisher,Full Time,75000.0,25%,808,2321,0.3481258078414476,Communication & PR
Publisher,Other,73840.0,25%,808,2321,0.3481258078414476,Communication & PR
Purchasing Clerk,Full Time,49746.666666666664,85%,180,1306,0.1378254211332312,Law Enforcement
Purchasing Coordinator,Full Time,68800.0,60%,158,1201,0.1315570358034971,Sales & Marketing
Purchasing Coordinator,Other,46000.0,60%,158,1201,0.1315570358034971,Sales & Marketing
Purchasing Manager,Full Time,79206.25,20%,1184,4682,0.2528833831695856,Sales & Marketing
QA Automation Engineer,Full Time,95000.0,80%,155,1525,0.101639344262295,Sales & Marketing
QA Automation Engineer,Other,113360.0,80%,155,1525,0.101639344262295,Sales & Marketing
Quality Assurance,Full Time,117779.88181818182,20%,217,1858,0.1167922497308934,Sales & Marketing
Quality Assurance,Other,120640.0,20%,217,1858,0.1167922497308934,Sales & Marketing
Quality Assurance,Part Time,88400.0,20%,217,1858,0.1167922497308934,Sales & Marketing
Quality Assurance Engineer,Full Time,92168.25,30%,332,2348,0.141396933560477,Leadership & Strategy
Quality Assurance Engineer,Other,109416.91428571429,30%,332,2348,0.141396933560477,Leadership & Strategy
Quality Assurance Technician,Full Time,72319.6,30%,352,2446,0.1439084219133279,Supply Chain & Logistics
Quality Assurance Tester,Other,104000.0,50%,280,2236,0.1252236135957066,Law Enforcement
Quality Control,Full Time,86200.29999999999,20%,213,1801,0.1182676290949472,Supply Chain & Logistics
Quality Control,Other,85300.8,20%,213,1801,0.1182676290949472,Supply Chain & Logistics
Quality Control Technician,Full Time,58631.666666666664,30%,201,1612,0.1246898263027295,Construction
Quality Control Technician,Other,58240.0,30%,201,1612,0.1246898263027295,Construction
